AP Inventory
AP Name,Ethernet MAC,AP IP Address,Location,Model,Controller Name,Primary Controller Name,Admin Status,Serial Number,AP Type,Secondary Controller Name,AP Mode
PKPKL00160/01-04AI-R_Tunggu_Lt2,00:1F:64:DB:EF:CA,10.15.17.108,RSUD Bendan Jl. Sriwijaya 2 Pekalongan,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904253,CAPWAP,,FitAP
TGTGL00039/01-03AI-Dp_Kamar_222_L2,00:1F:64:DB:EF:CD,10.15.18.88,Hotel Plaza Tegal Jl. Dr. Wahidin No. 2,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904254,CAPWAP,,FitAP
PKPKL00160/01-03AI-R_Tunggu_Lt3,00:1F:64:DB:EF:D0,10.15.17.120,RSUD Bendan Jl. Sriwijaya 2 Pekalongan,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904255,CAPWAP,,FitAP
PKPKL00220/01-01AI-Dpn_R_TU,00:1F:64:DB:EF:D3,0.0.0.0,MA SALAFIYAH Jl. Purnasari No. 100 Noyontaan,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
CMLCMA00005/01-01AI-Hall_Customer,00:1F:64:DB:EF:D6,10.15.16.11,Bank BNI KLN Comal Jl. A Yani No. 14 Purwoharjo,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904257,CAPWAP,,FitAP
PKPKL00141/01-01AI-Hall_Customer,00:1F:64:DB:EF:DC,10.16.30.130,Bank BNI KLN Wiradesa Jl. A Yani 27 Wiradesa,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904259,CAPWAP,,FitAP
4BTG006759/01-01AI-Dpn_R_TU,00:1F:64:DB:EF:DF,10.15.15.89,MA NU Limpung Kampus 2 Jl. Kalangsono KM 1 Limpung,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904260,CAPWAP,,FitAP
BBBRB00007/01-02AI-umum,00:1F:64:DB:EF:F7,10.15.15.36,Kantor DPRD Brebes Jl. Gajahmada 5,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:01010600P13513904268,CAPWAP,,FitAP
SBASBA00004/01-01AI-Hall_Customer,00:1F:64:DB:EF:FA,10.15.15.64,Bank BNI KLN Limpung Jl. Raya Limpung-Banyuputih Batang,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904269,CAPWAP,,FitAP
BBBRB00007/01-07AI-Aula_lt1,00:1F:64:DB:F0:12,10.15.15.46,Kantor DPRD Brebes Jl. Gajahmada 5,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:01010600P13513904277,CAPWAP,,FitAP
AP_TEST_ROC_4,00:1F:64:DB:F0:18,10.9.0.169,Not set,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Disabled,SN:01010600P13513904279,CAPWAP,WAC-D4-GBL02,FitAP
KDIMDG00058/01-01AI-Fak.Teknik_Dpn_R_Tata_Usaha,00:1F:64:DB:F0:1B,10.14.64.35,Universitas Haluoleo,AE5100-E2AN2T,WAC-D7-BLK02,WAC-D7-BLK02,Enabled,SN:01010600P13513904280,CAPWAP,WAC-D7-PTR02,FitAP
4PK004079/01-03AI-Dp_Kelas,00:1F:64:DB:F0:1E,10.16.30.53,SMAN 4 Pekalongan Jl. HOS Cokro Aminoto,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904281,CAPWAP,,FitAP
KDWKDW00017/01-01AI-Hall_Customer,00:1F:64:DB:F0:24,10.15.17.17,Bank BNI KLN Kedungwuni, Jln Gembong No. 3 Kedungwuni,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904283,CAPWAP,,FitAP
4BB006782/01-02AI-R_Kls_9A,00:1F:64:DB:F0:27,10.15.15.121,SMP Ma'arif NU Wanasari Brebes & UT,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904284,CAPWAP,,FitAP
4BTG006759/01-02AI-Dp_Kelas,00:1F:64:DB:F0:2A,10.15.15.90,MA NU Limpung Kampus 2 Jl. Kalangsono KM 1 Limpung,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904285,CAPWAP,,FitAP
PKPKL00169/01-01AI-R_Tunggu_Barat,00:1F:64:DB:F0:2D,0.0.0.0,Taman Wilis/DPPKAD Jl. Wilis Kota Pekalongan,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
PKPKL00169/01-02AI-R_Tunggu_Timur,00:1F:64:DB:F0:30,0.0.0.0,Taman Wilis/DPPKAD Jl. Wilis Kota Pekalongan,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
TGTGL00039/01-02AI-R_Deluxe_L3,00:1F:64:DB:F0:33,10.15.18.111,Hotel Plaza Tegal Jl. Dr. Wahidin No. 2,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904288,CAPWAP,,FitAP
TGTGL00037/01-06AI-R_Gemini,00:1F:64:DB:F0:36,10.15.18.100,Hotel Karlita Tegal Jl. Brigjend Katamso 31,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904289,CAPWAP,,FitAP
PKPKL00055/01-01AI-Hall_Customer,00:1F:64:DB:F0:39,10.16.30.86,Bank BNI Pekalongan Jl. Imam Bonjol,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904290,CAPWAP,,FitAP
4PK004087/01-02AI-Dpn_R_Kepsek,00:1F:64:DB:F0:3C,10.16.30.195,SMPN 5 Pekalongan Jl. Kalisari Setono,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:01010600P13513904291,CAPWAP,,FitAP
TGTGL00039/01-06AI-Lorong_L3,00:1F:64:DB:F0:3F,10.15.18.136,Hotel Plaza Tegal Jl. Dr. Wahidin No. 2,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904292,CAPWAP,,FitAP
TGTGL00037/01-04AI-R_Libra,00:1F:64:DB:F0:42,10.15.18.71,Hotel Karlita Tegal Jl. Brigjend Katamso 31,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904293,CAPWAP,,FitAP
TGMGD00002/01-05AI-Musholla,00:1F:64:DB:F0:45,0.0.0.0,SMAN 5 Tegal Jl. Kali Kemiri 2 Margadana,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
TGTGL00037/01-02AI-Lobby,00:1F:64:DB:F0:48,10.15.18.125,Hotel Karlita Tegal Jl. Brigjend Katamso 31,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904295,CAPWAP,,FitAP
4TG005089/01-03AI-Lt_Bawah,00:1F:64:DB:F0:4B,10.15.18.134,SMK Pius Tegal Jl. Kapt. Ismail 120,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:01010600P13513904296,CAPWAP,,FitAP
4TG004029/01-04AI-RPL_1,00:1F:64:DB:F0:4E,10.15.18.179,SMK Al Irsyad Tegal Jl. Glatik No. 3,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904297,CAPWAP,,FitAP
4BMA000967/01-01AI-Depan,00:1F:64:DB:F0:54,10.15.15.84,PlasaTelkom Bumiayu Jl. Diponegoro 297,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:01010600P13513904299,CAPWAP,,FitAP
GTGTL00044/01-01AI-DP_LOBBY,00:1F:64:DB:F0:5A,10.14.65.43,SMK_N_3_GORONTALO_JL.BALI_NO.2_KOTA_GORONTALO,AE5100-E2AN2T,WAC-D7-BLK02,WAC-D7-BLK02,Disabled,SN:01010600P13513904301,CAPWAP,WAC-D7-PTR02,FitAP
4BA005466/01-01AI-Dpn_R_Perpus,00:1F:64:DB:F0:60,10.15.24.14,MAS AL HIDAYAH 01 PURWOREJO KLAMPOK_JL.PRAMUKA NO.556,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Enabled,SN:01010600P13513904303,CAPWAP,WAC-D4-GBL02,FitAP
4BTG005496/01-04AI-Dp_R_Teori,00:1F:64:DB:F0:63,10.16.30.97,SMKN Kandeman Jl. Ry Kandeman KM4 Batang,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904304,CAPWAP,,FitAP
RUSAKPKPKL00024/01-01AI-Dp_R_Kepala,00:1F:64:DB:F0:66,0.0.0.0,Kantor Diskominfo Kota Pekl. Jl. Majapahit,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
PKPKL00024/01-02AI-Dp_R_Server,00:1F:64:DB:F0:69,10.15.17.141,Kantor Diskominfo Kota Pekl. Jl. Majapahit,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904306,CAPWAP,,FitAP
4TG005086/01-03AI-Kantin,00:1F:64:DB:F0:6C,0.0.0.0,SMA Al Irsyad Tegal Jl. Gajahmada No. 128,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
4TG005088/01-04AI-Lantai_2,00:1F:64:DB:F0:6F,10.15.18.190,SMA Pius Tegal Jl. Kapt. Ismail No. 120,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:01010600P13513904308,CAPWAP,,FitAP
4PK004076/01-03AI-R_Perpus,00:1F:64:DB:F0:72,10.15.17.83,SMAN 1 Wiradesa Jl. Pattimura No. 467,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904309,CAPWAP,,FitAP
PWTPWT00167/01-03AI-meja_kursi,00:1F:64:DB:F0:7E,10.15.28.44,DEPO PELITA 01_.Jalan Menteri Supeno No 10, Sokaraja,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Enabled,SN:01010600P13513904313,CAPWAP,WAC-D4-GBL02,FitAP
PWTPWT00167/01-02AI-springbed,00:1F:64:DB:F0:81,10.15.28.27,DEPO PELITA 01_.Jalan Menteri Supeno No 10, Sokaraja,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Enabled,SN:01010600P13513904314,CAPWAP,WAC-D4-GBL02,FitAP
PWTPWT00168/01-02AI-supermarket,00:1F:64:DB:F0:84,10.15.28.25,DEPO PELITA 02_.Jalan Menteri Supeno No 10, Sokaraja,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Enabled,SN:01010600P13513904315,CAPWAP,WAC-D4-GBL02,FitAP
TGTGL00038/01-01AI-Pintu_Masuk_Utama,00:1F:64:DB:F0:87,10.15.18.79,YOGYA Mall Tegal Jl. AR Hakim 16,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904316,CAPWAP,,FitAP
TGTGL00038/01-05AI-Lantai_3_Timur_Es_Oyen,00:1F:64:DB:F0:8A,10.15.18.90,YOGYA Mall Tegal Jl. AR Hakim 16,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904317,CAPWAP,,FitAP
TGTGL00039/01-05AI-Lobby,00:1F:64:DB:F0:8D,10.15.18.109,Hotel Plaza Tegal Jl. Dr. Wahidin No. 2,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904318,CAPWAP,,FitAP
MAMAO00012/01-01AI-R_Guru,00:1F:64:DB:F0:90,10.15.27.151,SMP 1 SAMPANG_Jl. Tugu Timur No. 34 Sampang -&#160;Cilacap,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Disabled,SN:01010600P13513904319,CAPWAP,WAC-D4-GBL02,FitAP
BBBRB00019/01-01AI-Lapangan_Blk,00:1F:64:DB:F0:93,10.15.15.162,SMKN 1 Brebes Jl. Setia Budi 17,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:01010600P13513904320,CAPWAP,,FitAP
4PK005070/01-03AI-Dp_kelas,00:1F:64:DB:F0:96,10.15.17.37,SMK Baitussalam Pekl Jl. Dharma Bakti,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904321,CAPWAP,,FitAP
TGTGL00035/01-01AI-Lantai1_R_Lab,00:1F:64:DB:F0:99,10.15.18.130,STIMIK YMI Kota Tegal Jl. Pendidikan,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:01010600P13513904322,CAPWAP,,FitAP
4PK006773/01-03AI-Sblh_Lap,00:1F:64:DB:F0:9C,10.16.30.95,SMK Veteran Pekl Jl. Maninjau No. 14,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904323,CAPWAP,,FitAP
PKPKL00160/01-05AI-Dpn_Poli_Bedah_Ortopedi,00:1F:64:DB:F0:9F,10.15.17.48,RSUD Bendan Jl. Sriwijaya 2 Pekalongan,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904324,CAPWAP,,FitAP
RUSAK-Dpn_R_Rpt_KPU_Kota_Pkl,00:1F:64:DB:F0:A2,0.0.0.0,KPU Kota Pekalongan Jl. Sriwijaya 17,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
4PK004075/01-04AI-Perpus,00:1F:64:DB:F0:A5,10.15.17.147,SMA Muh 1 Pekajangan Pekl Jl. KH Mas Mansyur,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:01010600P13513904326,CAPWAP,,FitAP
TGTGL00035/01-06AI-Lantai2_Aula,00:1F:64:DB:F0:A8,10.15.18.114,STIMIK YMI Kota Tegal Jl. Pendidikan,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:01010600P13513904327,CAPWAP,,FitAP
TGTGL00038/01-04AI-Lantai_3_Barat_Kids_Fun,00:1F:64:DB:F0:AB,10.15.18.85,YOGYA Mall Tegal Jl. AR Hakim 16,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904328,CAPWAP,,FitAP
4TG000959/01-01AI-R_PELAYANAN,00:1F:64:DB:F0:AE,10.15.18.116,PlasaTelkom Tegal Jl. Gajahmada 65,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904329,CAPWAP,,FitAP
MAMAO00027/01-01AI-LOBBY_DEPAN,00:1F:64:DB:F0:B1,10.15.27.152,SMP 1 SAMPANG_Jl. Tugu Timur No. 34 Sampang -&#160;Cilacap,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Disabled,SN:01010600P13513904330,CAPWAP,WAC-D4-GBL02,FitAP
PWTPBG00051/01-01AI-Sektor_Kanan,00:1F:64:DB:F0:B4,10.15.27.27,WICO_STO_PURBALINGGA,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Enabled,SN:01010600P13513904331,CAPWAP,WAC-D4-GBL02,FitAP
4PK004085/01-03AI-Dp_R_Kelas,00:1F:64:DB:F0:B7,10.15.17.149,SMPN 1 Tirto Jl. Ry Pacar No. 187,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904332,CAPWAP,,FitAP
4PK004084/01-03AI-Aula,00:1F:64:DB:F0:BA,10.16.30.142,SMPN 1 Pekalongan Jl. WR Supratman,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904333,CAPWAP,,FitAP
4KDW000964/01-02AI-Dp_Pelayanan,00:1F:64:DB:F0:BD,10.15.17.124,PlasaTelkom Kedungwuni Jl. Bebekan No. 7,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904334,CAPWAP,,FitAP
4TG000959/01-03AI-D_SATPAM,00:1F:64:DB:F0:C0,10.15.18.84,PlasaTelkom Tegal Jl. Gajahmada 65,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904335,CAPWAP,,FitAP
4TG000959/01-02AI-L_PLASA,00:1F:64:DB:F0:C3,10.15.18.115,PlasaTelkom Tegal Jl. Gajahmada 65,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904336,CAPWAP,,FitAP
4TG004027/01-04AI-Lantai_2,00:1F:64:DB:F0:C6,10.15.18.201,SMAN 2 Tegal Jl. Bawal,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904337,CAPWAP,,FitAP
4TG000956/01-02AI-R_Tunggu_Tengah,00:1F:64:DB:F0:CC,10.15.18.139,STO Tegal Jl. AR Hakim 65,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904339,CAPWAP,,FitAP
4PK004086/01-03AI-Dp_R_Kelas,00:1F:64:DB:F0:CF,0.0.0.0,SMPN 2 Pekalongan Jl. Cendrawasih No. 11,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
4TG000956/01-03AI-Lt_2,00:1F:64:DB:F0:D2,10.15.18.67,STO Tegal Jl. AR Hakim 65,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904341,CAPWAP,,FitAP
PKPKL00220/01-02AI-Dpn_Kls_12IA,00:1F:64:DB:F0:D5,0.0.0.0,MA SALAFIYAH Jl. Purnasari No. 100 Noyontaan,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
4KDW000964/01-04AI-Pelayanan,00:1F:64:DB:F0:D8,10.15.17.105,PlasaTelkom Kedungwuni Jl. Bebekan No. 7,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904343,CAPWAP,,FitAP
4BTG004115/01-02AI-Dp_Aula,00:1F:64:DB:F0:DB,10.15.15.138,SMPN 4 Batang Jl. Pemuda Pasekaran,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904344,CAPWAP,,FitAP
KDIMDG00058/01-01AI-Fak.Hukum_Pintu_Masuk_1,00:1F:64:DB:F0:F6,10.14.64.16,Universitas Haluoleo,AE5100-E2AN2T,WAC-D7-BLK02,WAC-D7-BLK02,Enabled,SN:01010600P13513904353,CAPWAP,WAC-D7-PTR02,FitAP
BBBRB00016/01-01AI-R_Selatan,00:1F:64:DB:F0:FC,0.0.0.0,Kantor BPS Brebes Jl. MT Haryono,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
PKPKL00160/01-01AI-R_Tunggu_Lt1,00:1F:64:DB:F0:FF,10.15.17.76,RSUD Bendan Jl. Sriwijaya 2 Pekalongan,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904356,CAPWAP,,FitAP
TGTGL00009/01-02AI-Lobby,00:1F:64:DB:F1:05,0.0.0.0,SMK Dinamika Tegal Jl. Glatik 68,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
KYAKRY00039/01-02AI-R_Komputer,00:1F:64:DB:F1:0E,10.15.27.132,SMP MUHAMMADIYAH SUMPIUH_JL. RAYA BARAT no.14 SUMPIUH,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Enabled,SN:01010600P13513904361,CAPWAP,WAC-D4-GBL02,FitAP
PWTPWT00167/01-01AI-soundsystem,00:1F:64:DB:F1:11,0.0.0.0,DEPO PELITA 01_.Jalan Menteri Supeno No 10, Sokaraja,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Disabled,SN:00000000000000000000,CAPWAP,WAC-D4-GBL02,FitAP
TGTGL00035/01-05AI-Lantai1_R_Kuliah_A1.3,00:1F:64:DB:F1:14,10.15.18.91,STIMIK YMI Kota Tegal Jl. Pendidikan,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:01010600P13513904363,CAPWAP,,FitAP
BBBRB00016/01-02AI-Pintu_Masuk,00:1F:64:DB:F1:17,0.0.0.0,Kantor BPS Brebes Jl. MT Haryono,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
TGTGL00035/01-02AI-Lantai2_R_Admin,00:1F:64:DB:F1:1A,10.15.18.102,STIMIK YMI Kota Tegal Jl. Pendidikan,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:01010600P13513904365,CAPWAP,,FitAP
PWTPWT00168/01-05AI-elektronik,00:1F:64:DB:F1:1D,10.15.28.47,DEPO PELITA 02_.Jalan Menteri Supeno No 10, Sokaraja,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Enabled,SN:01010600P13513904366,CAPWAP,WAC-D4-GBL02,FitAP
autoap,00:1F:64:DB:F1:23,0.0.0.0,Not set,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
TGTGL00039/01-01AI-R_Deluxe_L2,00:1F:64:DB:F1:50,10.15.18.106,Hotel Plaza Tegal Jl. Dr. Wahidin No. 2,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904383,CAPWAP,,FitAP
4PK005069/01-03AI-R_Kelas,00:1F:64:DB:F1:53,10.15.17.67,SMK Syafi'i Akrom Pekl Jl. Pelita No.322,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:01010600P13513904384,CAPWAP,,FitAP
PKPKL00018/01-04AI-Perpus,00:1F:64:DB:F1:56,10.15.17.94,SMPN 2 Tirto Pekl Jl. Raya Sidorejo,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904385,CAPWAP,,FitAP
PKPKL00020/01-04AI-R_Multi,00:1F:64:DB:F1:5C,10.16.30.151,SMP Salafiyah Pekl Jl. Keputran Ledok,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13513904387,CAPWAP,,FitAP
KDIMDG00058/01-01AI-Guest_House_Lobby_Tengah,00:1F:64:DB:F1:5F,10.14.64.22,Universitas Haluoleo,AE5100-E2AN2T,WAC-D7-BLK02,WAC-D7-BLK02,Enabled,SN:01010600P13513904388,CAPWAP,WAC-D7-PTR02,FitAP
KDIMDG00062/01-01AI-Resepsionis,00:1F:64:DB:F1:62,10.14.64.18,LV_House;jl.Sao-sao,AE5100-E2AN2T,WAC-D7-BLK02,WAC-D7-BLK02,Enabled,SN:01010600P13513904389,CAPWAP,WAC-D7-PTR02,FitAP
autoap,00:1F:64:DB:F1:83,10.14.61.63,Not set,AE5100-E2AN2T,WAC-D7-BLK02,WAC-D7-BLK02,Enabled,SN:01010600P13513904400,CAPWAP,WAC-D7-PTR02,FitAP
GTGTL00042/01-01AI-R_KEP_SEK,00:1F:64:DB:F1:95,10.14.65.98,SMKKESEHATANSURYABHAKTI-JL.BALI3-LT.1_R.KEPSEK(INDOOR),AE5100-E2AN2T,WAC-D7-BLK02,WAC-D7-BLK02,Disabled,SN:01010600P13513904406,CAPWAP,WAC-D7-PTR02,FitAP
7PAL001007/01-02AI-Dp_Bartender,00:1F:64:DB:F1:A4,10.14.61.6,PIZZA HUT JL. EMMY SAELAN PALU,AE5100-E2AN2T,WAC-D7-BLK02,WAC-D7-BLK02,Enabled,SN:01010600P13513904411,CAPWAP,WAC-D7-PTR02,FitAP
GTGTL00074/02-01AI-R_Ballroom,00:1F:64:DB:F1:B3,10.14.65.13,Hotel Grand Q Gorontalo jl A. Yani no 25 Gorontalo,AE5100-E2AN2T,WAC-D7-BLK02,WAC-D7-BLK02,Disabled,SN:01010600P13513904416,CAPWAP,WAC-D7-PTR02,FitAP
MRAMRS00005/02-01AI-DP_LOBBY,00:1F:64:DB:F1:B9,10.14.65.84,KANTOR BUPATI POHUWATO, JL. BLOK PLAN MARISA,AE5100-E2AN2T,WAC-D7-BLK02,WAC-D7-BLK02,Enabled,SN:01010600P13513904418,CAPWAP,WAC-D7-PTR02,FitAP
GTTLG00003/02-01AI-Dp_R_Irwasda,00:1F:64:DB:F1:E3,0.0.0.0,POLDA Gorontalo Jl. Raya Limboto Kab Gorontalo,AE5100-E2AN2T,WAC-D7-BLK02,WAC-D7-BLK02,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PTR02,FitAP
PTKPTK00023/01-03AI-Lobi,00:1F:64:DB:F2:0A,10.15.22.14,6PTK_STADION-SYARIF-ABDULRAHMAN,AE5100-E2AN2T,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:01010600P13513904445,CAPWAP,WAC-D6-SKK,FitAP
6PTK004223/02-01BI-Kantor,00:1F:64:DB:F2:0D,10.15.21.91,6PTK_KANTOR_JAMSOSTEK,AE5100-E2AN2T,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:01010600P13513904446,CAPWAP,WAC-D6-SKK,FitAP
PTKPTK00065/02-01AI-R_WADIR,00:1F:64:DB:F2:10,10.15.21.45,6PTK_RS_YARSI,AE5100-E2AN2T,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:01010600P13513904447,CAPWAP,WAC-D6-SKK,FitAP
PTKPTK00069/01-01AI-Lobi,00:1F:64:DB:F2:13,10.15.21.200,HOTEL-PEONY_JL-GAJAHMADA_PTK,AE5100-E2AN2T,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:01010600P13513904448,CAPWAP,WAC-D6-SKK,FitAP
PTKPTK00229/01-01AI-Dlm_Cafe,00:1F:64:DB:F2:2B,10.15.23.115,CAFE-ARIF_JL_DR-WAHIDIN_PTK,AE5100-E2AN2T,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:01010600P13513904456,CAPWAP,WAC-D6-SKK,FitAP
PTKPTK00236/01-01AI-At-kantor,00:1F:64:DB:F2:34,10.15.23.126,SWANDIRI-INSTITUTE_JL_SILVA-JAYA_PTK,AE5100-E2AN2T,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:01010600P13513904459,CAPWAP,WAC-D6-SKK,FitAP
