AP Inventory
AP Name,Ethernet MAC,AP IP Address,Model,Map Location,Controller Name,802.11b/g/n Status,Location
4SA003927/01-01AI-Lab_Komp,00:1F:64:EC:A1:4A,10.17.20.149,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMU THERESIANA_JL.CEMARA II SALATIGA
4JPA003673/01-01AI-R_Guru,00:1F:64:EC:A1:50,10.15.51.74,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMU ISLAM JEPARA_Jl. Ratu Kalinyakmat No. 1 Krapyak Kec Tahunan Jepara
4SA003929/03-01AI-Perpus,00:1F:64:EC:A1:53,10.17.20.91,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMU SATYA WACANA_JL.DIPONEGORO 52-60 SALATIGA
4JPA003744/02-01AI-Teras_Kls_Lt2,00:1F:64:EC:A1:5C,10.15.10.170,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMP AL MA'ARIF JEPARA_Jl. Raya Kalinyamat, Krapyak Tahunan Jepara
4KS003690/01-04AI-Pendopo_Depan,00:1F:64:EC:A1:5F,10.15.53.195,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMU NEGERI 1 GEBOG KUDUS_Jl. PR. Sukun-gebog Kudus
4UNR003969/02-01AI-Gedung_D,00:1F:64:EC:A1:62,10.17.19.50,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMA NEGERI 1 UNGARAN_JL.DIPONEGORO 42 UNGARAN
4SA003939/02-01AI-Perpus,00:1F:64:EC:A1:65,10.17.20.158,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMK MUHAMMADIYAH_JL.KHA. DAHLAN SALATIGA
4UNR003969/01-02AI-Mushola,00:1F:64:EC:A1:68,10.17.19.20,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMA NEGERI 1 UNGARAN_JL.DIPONEGORO 42 UNGARAN
RSK_SA003925/02-01AI-Kls_Atas,00:1F:64:EC:A1:6B,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Down,Gudang_Witel
JPAJPR00008/01-02AI-UNISNU_JEPARA,00:1F:64:EC:A1:6E,10.15.10.68,AE5100-E2AN2T,Root Area,WAC-D4-GBL01,Up,UNISNU JEPARA
4UNR003969/01-01AI-R_Guru,00:1F:64:EC:A1:71,10.17.19.46,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMA NEGERI 1 UNGARAN_JL.DIPONEGORO 42 UNGARAN
4KS003690/01-03AI-Dp_Kelas_X4,00:1F:64:EC:A1:74,10.15.53.240,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMU NEGERI 1 GEBOG KUDUS_Jl. PR. Sukun-gebog Kudus
4KS003680/01-02AI-Perpus,00:1F:64:EC:A1:77,10.15.53.43,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMU Masehi Kudus_Jl. KH. Wahid Hasyim No. 51 Panjunan Kota Kudus
4KS003680/01-03AI-R_Guru,00:1F:64:EC:A1:7A,10.15.53.19,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMU Masehi Kudus_Jl. KH. Wahid Hasyim No. 51 Panjunan Kota Kudus
4SA003950/01-02AI-Slsr_Kls,00:1F:64:EC:A1:80,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Down,JL.SETIAKI 15 SALATIGA
4SA003953/01-01AI-Perpus,00:1F:64:EC:A1:86,10.17.20.162,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMP NEGERI 10 SALATIGA_JL.ARGO MULYO SALATIGA
4SA003950/01-01AI-R_TU,00:1F:64:EC:A1:89,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Down,JL.SETIAKI 15 SALATIGA
4SA003954/01-01AI-Kantin,00:1F:64:EC:A1:92,10.17.20.119,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMP PANGUDI LUHUR SALATIGA_JL.DIPONEGORO 90 SALATIGA
4SA003925/01-01AI-TU,00:1F:64:EC:A1:95,10.17.20.38,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMU MUHAMMADIAH_JL.K.H.A. DAHLAN SALATIGA
4SA003950/01-03AI-R_Guru,00:1F:64:EC:A1:98,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Down,JL.SETIAKI 15 SALATIGA
4JPA003740/01-02AI-Trs_Kelas,00:1F:64:EC:A1:A1,10.15.10.161,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMKN 2 JEPARA_Jl. RMP Sosrokartono No.1 Jepara
4SA003943/01-02AI-R_Guru,00:1F:64:EC:A1:A7,10.17.20.174,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,MADRASAH ALIYAH NEGERI_JL. OSA MALIKI SALATIGA
4SA003954/01-02AI-R_TU,00:1F:64:EC:A1:AD,10.17.20.21,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMP PANGUDI LUHUR SALATIGA_JL.DIPONEGORO 90 SALATIGA
4SA003925/01-02AI-Slsr_Kls,00:1F:64:EC:A1:B0,10.17.20.138,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMU MUHAMMADIAH_JL.K.H.A. DAHLAN SALATIGA
4SA003927/01-03AI-R_Guru,00:1F:64:EC:A1:B3,10.17.20.52,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMU THERESIANA_JL.CEMARA II SALATIGA
4KS003696/01-01AI-Dp_R_13,00:1F:64:EC:A1:B6,10.15.53.68,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMU NU Al Ma'Ruf Kudus_Jl. AKBP Agil Kusumadya No. 2, Ploso Jati Kudus
4KS003747/01-02AI-Aula,00:1F:64:EC:A1:B9,0.0.0.0,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMP Muh 1 Kudus Jl. KHR Asnawi No. 7 Damaran kudus
4SA003965/01-01AI-R_TU,00:1F:64:EC:A1:BF,10.17.20.115,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMP ISLAM AL AZHAR 20_JL. MACANAN SIDOREJO
4SA003956/01-01AI-R_Guru,00:1F:64:EC:A1:C2,10.17.20.19,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMP STELLA MATUTINA_JL.DIPONEGORO SALATIGA
4SA003965/03-01AI-R_Komp,00:1F:64:EC:A1:C8,10.17.20.107,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMP ISLAM AL AZHAR 18_JL. MACANAN SIDOREJO
4SA003954/01-03AI-Aula,00:1F:64:EC:A1:CB,10.17.20.101,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMP PANGUDI LUHUR SALATIGA_JL.DIPONEGORO 90 SALATIGA
autoap,00:1F:64:EC:A1:D4,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D4-GBL01,Down,Not set
4JPA003729/01-03AI-Trs_Kantor,00:1F:64:EC:A1:D7,10.15.10.118,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMK Muhamadiyah Jepara Jl. KH Moliki No. 3 Jepara
4SA003958/02-01AI-R_BK,00:1F:64:EC:A1:DA,10.17.20.41,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMP MUHAMMADIAH_JL.CEMPAKA 5-7 SALATIGA
4KS003677/01-04AI-Dp_Serbaguna,00:1F:64:EC:A1:DD,10.15.53.80,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMU KANISIUS Kudus Jl. Yos Sudarso No. 236 Kaliputu Kudus
4SA003943/01-01AI-Kantin,00:1F:64:EC:A1:E3,10.17.20.144,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,MADRASAH ALIYAH NEGERI_JL. OSA MALIKI SALATIGA
4DM003676/01-04AI-R_Parkir,00:1F:64:EC:A1:E6,10.15.51.8,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMU Islamic Centre Demak_Jl. Jegol Diponegoro No. 47
4SA003948/01-01AI-R_Guru,00:1F:64:EC:A1:E9,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Down,SMP NEGERI 5 SALATIGA_JL.BIMA NO.10 SALATIGA
4SA003958/01-01AI-R_Guru,00:1F:64:EC:A1:EC,10.17.20.73,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMP MUHAMMADIAH_JL.CEMPAKA 5-7 SALATIGA
4SA003948/01-04AI-Kls,00:1F:64:EC:A1:EF,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Down,SMP NEGERI 5 SALATIGA_JL.BIMA NO.10 SALATIGA
4DM003763/01-04AI-Dpn_Kls_7_G,00:1F:64:EC:A1:F2,10.15.10.157,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMPN 3 Demak_Jl. Sultan Hadiwijaya No. 42 Demak
4UNR003969/02-02AI-R_Aula,00:1F:64:EC:A1:F5,10.17.19.44,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMA NEGERI 1 UNGARAN_JL.DIPONEGORO 42 UNGARAN
4UNR003983/01-03AI-R_TU,00:1F:64:EC:A1:F8,10.17.19.10,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMP NEGERI 1 UNGARAN_JL DIPONEGORO NO 197 UNGARAN
4SA003958/02-02AI-Lab_Komp,00:1F:64:EC:A1:FB,10.17.20.142,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMP MUHAMMADIAH_JL.CEMPAKA 5-7 SALATIGA
4UNR003969/01-04AI-Kantin,00:1F:64:EC:A1:FE,10.17.19.28,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMA NEGERI 1 UNGARAN_JL.DIPONEGORO 42 UNGARAN
4DM003676/01-03AI-R_Tu,00:1F:64:EC:A2:01,10.15.51.39,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMU Islamic Centre Demak_Jl. Jegol Diponegoro No. 47
4SA003948/01-02AI-Perpus,00:1F:64:EC:A2:04,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Down,SMP NEGERI 5 SALATIGA_JL.BIMA NO.10 SALATIGA
4UNR003983/03-01AI-Perpus,00:1F:64:EC:A2:07,10.17.19.53,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMP NEGERI 1 UNGARAN_JL DIPONEGORO NO 197 UNGARAN
4KS003696/01-02AI-Dp_R_18,00:1F:64:EC:A2:0A,10.15.53.217,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMU NU Al Ma'Ruf Kudus_Jl. AKBP Agil Kusumadya No. 2, Ploso Jati Kudus
4DM003676/01-01AI-KLS_X11_Ipa,00:1F:64:EC:A2:0D,10.15.51.18,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMU Islamic Centre Demak_Jl. Jegol Diponegoro No. 47
4SA003956/01-02AI-Slsr_Kls,00:1F:64:EC:A2:10,10.17.20.11,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMP STELLA MATUTINA_JL.DIPONEGORO SALATIGA
4SA003965/02-01AI-R_Guru,00:1F:64:EC:A2:13,10.17.20.152,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMP ISLAM AL AZHAR 19_JL. MACANAN SIDOREJO
4UNR003969/01-03AI-Perpus,00:1F:64:EC:A2:16,10.17.19.12,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMA NEGERI 1 UNGARAN_JL.DIPONEGORO 42 UNGARAN
4UNR003983/01-02AI-R_Kepsek,00:1F:64:EC:A2:19,10.17.19.58,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMP NEGERI 1 UNGARAN_JL DIPONEGORO NO 197 UNGARAN
4DM003676/01-02AI-Bp_Kesenian,00:1F:64:EC:A2:22,10.15.51.51,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMU Islamic Centre Demak_Jl. Jegol Diponegoro No. 47
4UNR003983/01-01AI-R_Guru,00:1F:64:EC:A2:25,10.17.19.35,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMP NEGERI 1 UNGARAN_JL DIPONEGORO NO 197 UNGARAN
4JPA003748/01-01AI-R_Lab_Ipa,00:1F:64:EC:A2:28,0.0.0.0,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMP Muhamadiyah Jepara Jl. Moliki No.3 Kel. Panggang Jepara
4KS003677/01-02AI-Dp_K_Mandi,00:1F:64:EC:A2:2B,10.15.53.211,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMU KANISIUS Kudus Jl. Yos Sudarso No. 236 Kaliputu Kudus
4KS003677/01-01AI-Dp_Kepsek,00:1F:64:EC:A2:31,10.15.53.93,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMU KANISIUS Kudus Jl. Yos Sudarso No. 236 Kaliputu Kudus
4JPA003729/01-02AI-Trs_Kls,00:1F:64:EC:A2:37,10.15.10.123,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMK Muhamadiyah Jepara Jl. KH Moliki No. 3 Jepara
4JPA003729/01-01AI-Trs_Lab,00:1F:64:EC:A2:3A,0.0.0.0,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMK Muhamadiyah Jepara_Jl. KH Moliki No. 3 Jepara
4JPA003729/01-04AI-Trs_Kls,00:1F:64:EC:A2:3D,0.0.0.0,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMK Muhamadiyah Jepara Jl. KH Moliki No. 3 Jepara
4BLA006640/01-01BI-R_Guru,00:1F:64:EC:A7:57,10.15.53.237,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,STM Migas Cepu Jl Diponegoro Cepu
Q1-4CP005190/01-01BI-R_Guru,00:1F:64:EC:A7:5A,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMA YOS SUDARSO CILACAP_JL. A YANI NO 6 CILACAP
4JPA003753/01-02BI-Trs_Kls,00:1F:64:EC:A7:63,10.15.10.138,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMP Negeri 3 JEPARA_Jl. Sunan Mantingan Demaan Jepara
4JPA003723/02-01BI-R_Kls,00:1F:64:EC:A7:69,10.15.10.144,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMK ISLAM Jepara_Jl. Ratu Kalinyakmat 1 Krapyak Kec Tahunan, Jepara
4PW005597/01-01BI-Dpn_R_Tu,00:1F:64:EC:A7:75,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMAN 1 GODONG_DS MANGGARMAS GODONG
4KS003732/01-01BI-Dp_R_Guru,00:1F:64:EC:A7:7B,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMK Muhammadiyah Undaan Kudus_Jl. Kudus-Purwodadi KM.8, Undaan Kudus
4PW005619/01-01BI-Dpn_R_Meeting,00:1F:64:EC:A7:84,10.15.11.38,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMK Negeri 2 Purwodadi JL MH. Thamrin No. 50, Purwodadi 58113
4BLA003832/02-01BI-Smpng_Kls_Xii,00:1F:64:EC:A7:AB,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMK Muhammadiyah 1 Kedungtuba_Jl. Cepu Km.11 Randublatung
Q1-4CP005189/01-02BI-R.Ketrampilan,00:1F:64:EC:A7:BA,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMA N 2 CILACAP_JL KETAPANG NO 0 CILACAP
RSK_4BI003878/01-01BI-R_Guru,00:1F:64:EC:A7:ED,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMA N 2 Boyolali_Jl. Tentara Pelajar No 6 Kebonromo Tlatar Boyolali
4BLA006639/01-02BI-Smpng_R_Guru,00:1F:64:EC:A7:FC,10.15.52.5,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMA PGRI Cepu Jl TUK BUNTUNG 1 Cepu
6PTK000621/01-01BI-Dpn_Pintu_Keberangkatan_Domestik,00:1F:64:EC:A7:FF,10.15.25.5,AE5100-E2AN2,Root Area,WAC-D6-PTK,Down,BANDARA-SUPADIO_PTK
4PW003797/01-01BI-R_Kls_1,00:1F:64:EC:A8:02,10.15.11.11,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMP Al-Islam Jl. Raden Patah No. 128 - Grobogan KEC. Grobogan
Q1-4CP005181/01-02BI-R_Lab,00:1F:64:EC:A8:0B,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMK YPE CILACAP_JL. DR SUTOMO 9 CILACAP
PTKPTK00298/08-02BI-Depan_Ruang_Pasien,00:1F:64:EC:A8:17,10.15.24.53,AE5100-E2AN2,Root Area,WAC-D6-PTK,Down,RS-MITRA-MEDIKA_JL_SULTAN-ABDURAHMAN_PTK
4BLA006586/01-01BI-R_Lab_Bahasa,00:1F:64:EC:A8:1A,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMU Katholik ST.Louis Cepu_Jl.RSU No.46 Cepu
4BLA006639/01-01BI-R_Tik,00:1F:64:EC:A8:1D,10.15.52.15,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMA PGRI Cepu Jl TUK BUNTUNG 1 Cepu
Q1-4CP004509/01-01BI-R_TU,00:1F:64:EC:A8:23,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMP MUHAMMADIYAH 1 KROYA_JL. RAYA MUJUR KROYA CILACAP
4BLA006640/01-02BI-R_Lab_Kmptr,00:1F:64:EC:A8:29,10.15.53.198,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,STM Migas Cepu Jl Diponegoro Cepu
4RB005739/01-01BI-R_Guru_Dpn,00:1F:64:EC:A8:2C,10.15.11.47,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMK UMAR FATAH Jl. Raya Rembang-lasem Km. 7,5 Punjulharjo, Punjulharjo - Rembang, REMBANG, KAB. REMBANG 59251
4PW003783/01-02BI-R_Kpl_Sklh,00:1F:64:EC:A8:32,10.15.11.121,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMU Muhammadiyah Purwodadi Grob_R. Suprapto Kel. Kalongan, Purwodadi, Grobogan
4PT005712/01-02BI-Area_Parkir,00:1F:64:EC:A8:3B,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMK BINA TUNAS BAKTI_Jl. Sunan Ngerang 109
4KT003859/01-02BI-Lobby,00:1F:64:EC:A8:50,10.17.22.67,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMK MUHAMMADIYAH 2 KLATEN Utara_SETRAN, GERGUNUNG, KLATEN Utara, KLATEN
RSK_4KS003766/01-01AI-Dp_Kls_Pmsrn,00:1F:64:EC:A8:5C,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,AP RUSAK
4PW005593/01-01BI-Dp_Pintu_Aula,00:1F:64:EC:A8:65,10.15.50.6,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,Dinas Pendidikan Kab. Grobogan _Jl. Pemuda No.35, Purwodadi (58111)
4KT003859/01-01BI-Lab_Komp,00:1F:64:EC:A8:68,10.17.22.44,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMK MUHAMMADIYAH 2 KLATEN Utara_SETRAN, GERGUNUNG, KLATEN Utara, KLATEN
4PBG004545/01-02BI-Dpn_R_Guru,00:1F:64:EC:A8:6B,10.15.27.50,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMPN 2 BOBOTSARI_JL. KENDURUAN NO 3, BOBOTSARI
4KT003857/01-01BI-Kls_10,00:1F:64:EC:A8:71,10.17.22.115,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMK KRISTEN 5 KLATEN_JL. OPAK, METUK, TEGALYOSO, KLATEN Selatan, KLATEN
4PW003773/01-02BI-R_Kls_2,00:1F:64:EC:A8:77,10.15.11.58,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,MA YAROBI GROBOGAN_JL. P. PUGER GG KAUMAN NO. 10 KM. 06 KEL. GROBOGAN KEC. GROBOGAN
4KT003870/01-03BI-Koperasi,00:1F:64:EC:A8:7A,10.17.22.88,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMP MUHAMMADIYAH I KLATEN_JL. PEMUDA Selatan 78 KLATEN
DIS_4PW003791/02-01BI-Lt_Ats_R_Kls,00:1F:64:EC:A8:83,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMK NUSANTARA GUBUG_JL. LETJEND R. SUPRAPTO KEL. KUWARON KEC. GUBUG
DIS_4PW003791/01-02BI-Dp_R_Kls_10,00:1F:64:EC:A8:8C,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMK NUSANTARA GUBUG JL. LETJEND R. SUPRAPTO KEL. KUWARON KEC. GUBUG
4KT003862/01-03BI-R_TKJ,00:1F:64:EC:A8:92,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMK NASIONAL KLATEN_JL. MAYOR KUSMANTO KLATEN
4KT003857/01-02BI-R_Tamu,00:1F:64:EC:A8:95,10.17.22.69,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMK KRISTEN 5 KLATEN_JL. OPAK, METUK, TEGALYOSO, KLATEN Selatan, KLATEN
4DM003651/01-0BI-Lt2_Tras_Kls,00:1F:64:EC:A8:A1,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,MA Al Irsyad _Jl. Gajah - Dempet No. 11
4PT005709/01-02BI-Teras_Gd_B,00:1F:64:EC:A8:A7,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMK ASSALAMAH PATI_Jl. Panunggulan 17 B Gajahmati Pati
4KS003658/02-01BI-Dp_Lab_Lt2,00:1F:64:EC:A8:AD,10.15.53.61,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SD IT Al Islam Kudus_Jl. Veteran No. 8 Kudus
4KS003766/01-02BI-Blkng_Gdng,00:1F:64:EC:A8:B0,10.15.53.34,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMK N 1 KUDUS_Jl. Ganesha II Purwosari Kudus
4KS005671/01-01BI-Dlm_R_Guru,00:1F:64:EC:A8:B3,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SD N 1 BULUNG KULON KUDUS_DS. BULUNG KOLON, KEC. JEKULO
4PW003798/01-02BI-R_Guru,00:1F:64:EC:A8:B6,10.15.11.97,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMP MUHAMMADIYAH PURWODADI Grobogan_Jl. Ahmad Dahlan Kel. Kalongan Kec. Purwodadi Grobogan
4PW005619/01-02BI-Dpn_R_Lobi,00:1F:64:EC:A8:BC,10.15.11.49,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMK Negeri 2 Purwodadi JL MH. Thamrin No. 50, Purwodadi 58113
4BM004494/01-02BI-R_Kelas_8C,00:1F:64:EC:A8:BF,10.15.24.119,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMP MUHAMMADIYAH 1 PWT_JL. PERINTIS KEMERDEKAAN NO.6 PURWOKERTO KULON
4KT003857/01-03BI-Kls_12,00:1F:64:EC:A8:C8,10.17.22.36,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMK KRISTEN 5 KLATEN_JL. OPAK, METUK, TEGALYOSO, KLATEN Selatan, KLATEN
4BM004494/01-01BI-R_Kelas_7A,00:1F:64:EC:A8:CB,10.15.24.26,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMP MUHAMMADIYAH 1 PWT_JL. PERINTIS KEMERDEKAAN NO.6 PURWOKERTO KULON
4BA004479/01-01BI-R_Kepsek,00:1F:64:EC:A8:D1,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMK MUHAMMADIYAH BANJARNEGARA_LETJEN.SUPRAPTO NO. 117, KUTABANJAR BANJARNEGARA
4SA003995/01-03BI-R_Komp_Guru,00:1F:64:EC:A8:D7,10.17.20.153,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMA NEGERI 1 BRINGIN_JL.WIBISONO II/3
4SA003995/01-02BI-Hall,00:1F:64:EC:A8:E3,10.17.20.170,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMA NEGERI 1 BRINGIN_JL.WIBISONO II/3
4SA003938/01-02BI-Perpus,00:1F:64:EC:A8:EC,10.17.20.55,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMK (T&I) KRISTEN_JL.KEMIRI RAYA 7-11 SALATIGA
4KT003856/01-03BI-R_Kepsek,00:1F:64:EC:A8:EF,10.17.22.45,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMK KRISTEN 4 KLATEN_JLN. BY PASS Selatan GUMULAN KLATEN
4SA003938/01-03BI-Slsr_Kls,00:1F:64:EC:A8:F2,10.17.20.125,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMK (T&I) KRISTEN_JL.KEMIRI RAYA 7-11 SALATIGA
4JPA003682/02-01BI-Dp_Lab_bhs,00:1F:64:EC:A8:F8,10.15.51.73,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMU Muhamadiyah Mayong_Jl. Pegadaian Mayong
JPAJPR-00002/01-01BI-Lobi,00:1F:64:EC:A8:FE,10.15.10.141,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,OCEAN VIEW Desa Tegalsambi Rt.01/Rw.01, Tahunan, Jepara-59427
